numero,texte,signataire,organe,dispositif,seance,sort,discussion_commune,discussion_identique,libelleAbrev,cr,url_seance,dispositif_plaintext,scrutin
3032,PRJLANR5L16BTC0526,PA793374,PO800520,"<p style=""text-align: justify;"">I.&#160;&#8211;&#160;&#192; la premi&#232;re phrase de l&#8217;alin&#233;a&#160;2, substituer aux mots&#160;:</p><p style=""text-align: justify;"">&#171;&#160;friches d&#233;finies&#160;&#187;,</p><p style=""text-align: justify;"">les mots&#160;:</p><p style=""text-align: justify;"">&#171;&#160;sites artificialis&#233;s d&#233;finis&#160;&#187;.</p><p style=""text-align: justify;"">II.&#160;&#8211;&#160;En cons&#233;quence, &#224; la seconde phrase du m&#234;me alin&#233;a, substituer au mot&#160;:</p><p style=""text-align: justify;"">&#171;&#160;friches&#160;&#187;,</p><p style=""text-align: justify;"">les mots&#160;:</p><p style=""text-align: justify;"">&#171;&#160;sites artificialis&#233;s&#160;&#187;.</p><p style=""text-align: justify;"">III.&#8211;&#160;En cons&#233;quence, proc&#233;der &#224; la m&#234;me substitution &#224; la premi&#232;re phrase de l&#8217;alin&#233;a&#160;6 et &#224; l&#8217;alin&#233;a&#160;8.</p><p style=""text-align: justify;"">IV.&#160;&#8211;En cons&#233;quence, &#224; l&#8217;alin&#233;a&#160;9, substituer aux mots&#160;:</p><p style=""text-align: justify;"">&#171;&#160;une friche situ&#233;e&#160;&#187;,</p><p style=""text-align: justify;"">les mots&#160;:</p><p style=""text-align: justify;"">&#171;&#160;un site artificialis&#233; situ&#233;&#160;&#187;.</p>",RUANR5L16S2023IDS26607,Rejeté,,,RN,CRSANR5L16S2023O1N093,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N093,"I. – À la première phrase de l’alinéa 2, substituer aux mots :« friches définies »,les mots :« sites artificialisés définis ».II. – En conséquence, à la seconde phrase du même alinéa, substituer au mot :« friches »,les mots :« sites artificialisés ».III.– En conséquence, procéder à la même substitution à la première phrase de l’alinéa 6 et à l’alinéa 8.IV. –En conséquence, à l’alinéa 9, substituer aux mots :« une friche située »,les mots :« un site artificialisé situé ».",
1394,PRJLANR5L16BTC0526,PA794562,PO800520,"<p style=""text-align: justify;"">I.&#160;&#8211;&#160;Substituer au&#160;nombre&#160;:</p><p style=""text-align: justify;"">&#171;&#160;250&#160;&#187;</p><p style=""text-align: justify;"">le nombre&#160;:</p><p style=""text-align: justify;"">&#171;&#160;1 000&#160;&#187;</p><p style=""text-align: justify;"">II.&#160;&#8211; En cons&#233;quence, compl&#233;ter cet article par l&#8217;alin&#233;a suivant&#160;:</p><p style=""text-align: justify;"">&#171;&#160;Les entreprises publiques et les soci&#233;t&#233;s dont l&#8217;effectif est&#160;compris entre&#160;250 et 1 000 personnes ne&#160;sont pas soumises &#224; l&#8217;obligation pr&#233;cit&#233;e, mais peuvent &#234;tre sollicit&#233;es et assist&#233;es pour &#233;tudier la possibilit&#233; de mise en oeuvre de leur plan de valorisation.&#160;&#187;</p>",RUANR5L16S2023IDS26601,Rejeté,,,RN,CRSANR5L16S2023O1N087,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N087,"I. – Substituer au nombre :« 250 »le nombre :« 1 000 »II. – En conséquence, compléter cet article par l’alinéa suivant :« Les entreprises publiques et les sociétés dont l’effectif est compris entre 250 et 1 000 personnes ne sont pas soumises à l’obligation précitée, mais peuvent être sollicitées et assistées pour étudier la possibilité de mise en oeuvre de leur plan de valorisation. »",
2757,PRJLANR5L16BTC0526,PA793238,PO800520,"<p style=""text-align: justify;"">Compl&#233;ter l&#8217;alin&#233;a&#160;13 par la phrase suivante&#160;:&#160;</p><p style=""text-align: justify;"">&#171;&#160;Les r&#233;sultats de ces contr&#244;les annuels font l&#8217;objet d&#8217;un rapport remis chaque ann&#233;e au Parlement&#160;&#187;.</p>",RUANR5L16S2023IDS26619,Rejeté,,,RN,CRSANR5L16S2023O1N098,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N098,Compléter l’alinéa 13 par la phrase suivante : « Les résultats de ces contrôles annuels font l’objet d’un rapport remis chaque année au Parlement ».,
3025,PRJLANR5L16BTC0526,PA794734,PO800520,"<p style=""text-align: justify;"">Apr&#232;s le mot&#160;:</p><p style=""text-align: justify;"">&#171;&#160;g&#233;n&#233;r&#233;es&#160;&#187;,</p><p style=""text-align: justify;"">ins&#233;rer les mots&#160;:</p><p style=""text-align: justify;"">&#171;&#160;par l&#8217;ombre mouvante p&#233;riodique et&#160;&#187;.</p>",RUANR5L16S2023IDS26619,Rejeté,,,RN,CRSANR5L16S2023O1N098,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N098,"Après le mot :« générées »,insérer les mots :« par l’ombre mouvante périodique et ».",
551,PRJLANR5L16BTC0526,PA794314,PO800520,"<p style=""text-align: justify;"">&#192; la seconde phrase de l&#8217;alin&#233;a&#160;13,&#160;substituer aux mots&#160;:</p><p style=""text-align: justify;"">&#171;&#160;de son organe d&#233;lib&#233;rant&#160;&#187;</p><p style=""text-align: justify;"">les mots&#160;:</p><p style=""text-align: justify;"">&#171;&#160;d&#8217;une formation sp&#233;ciale compos&#233;e de l&#8217;ensemble des maires des communes membres&#160;&#187;.</p>",RUANR5L16S2023IDS26604,Tombé,,,RN,CRSANR5L16S2023O1N090,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N090,"À la seconde phrase de l’alinéa 13, substituer aux mots :« de son organe délibérant »les mots :« d’une formation spéciale composée de l’ensemble des maires des communes membres ».",
613,PRJLANR5L16BTC0526,PA793246,PO800520,"<p style=""text-align: justify;"">Le Gouvernement remet au Parlement, avant le 1<sup>er</sup>octobre 2023, un rapport relatif aux &#233;nergies renouvelables autres que celles photovolta&#239;ques et &#233;oliennes afin de conna&#238;tre la faisabilit&#233; d&#8217;une utilisation &#224; grande &#233;chelle de la g&#233;othermie, tant par les particuliers que les promoteurs ou encore les institutionnels.</p>",RUANR5L16S2023IDS26641,Rejeté,,,RN,CRSANR5L16S2023O1N104,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N104,"Le Gouvernement remet au Parlement, avant le 1eroctobre 2023, un rapport relatif aux énergies renouvelables autres que celles photovoltaïques et éoliennes afin de connaître la faisabilité d’une utilisation à grande échelle de la géothermie, tant par les particuliers que les promoteurs ou encore les institutionnels.",
1307,PRJLANR5L16BTC0526,PA793182,PO800520,"<p style=""text-align: justify;"">I. &#8211; Il est cr&#233;&#233;, aupr&#232;s des ministres charg&#233;s de l&#8217;agriculture et de la souverainet&#233; alimentaire et de la transition &#233;nerg&#233;tique et de la transition &#233;cologique et de la coh&#233;sion des territoires, un comit&#233; charg&#233; de la mise en place d&#8217;un observatoire des perturbations de la performance des &#233;levages en lien suppos&#233; avec les infrastructures &#233;lectriques. En lien avec les minist&#232;res pr&#233;-cit&#233;s, cet observatoire est charg&#233; des missions suivantes&#160;:&#160;</p><p style=""text-align: justify;"">1&#176;&#160;Collecter l&#8217;ensemble des donn&#233;es rapport&#233;es et des suites donn&#233;es li&#233;es aux perturbations suppos&#233;es sur les &#233;levages par les installations &#233;lectriques&#160;;</p><p style=""text-align: justify;"">2&#176;&#160;Le suivi des dossiers de suspicions confirm&#233;es et les suites donn&#233;es aux dossiers&#160;;</p><p style=""text-align: justify;"">3&#176;&#160;La communication de l&#8217;ensemble des cas trait&#233;s aupr&#232;s de la plateforme d&#8217;&#233;pid&#233;miosurveillance en sant&#233; animale.</p><p style=""text-align: justify;"">II. &#8211; Un d&#233;cret, publi&#233; dans un d&#233;lai de quatre mois &#224; compter de la promulgation de la pr&#233;sente loi, d&#233;termine la composition de ce comit&#233;, dans lequel si&#232;gent, &#224; titre b&#233;n&#233;vole, quatre d&#233;put&#233;s et quatre s&#233;nateurs.</p><p style=""text-align: justify;"">III. &#8211; Dans un d&#233;lai de six mois &#224; compter de la promulgation de la pr&#233;sente loi, le comit&#233; remet au Gouvernement un rapport sur les missions, les objectifs et les moyens de l&#8217;observatoire.</p>",RUANR5L16S2023IDS26641,Rejeté,,,RN,CRSANR5L16S2023O1N104,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N104,"I. – Il est créé, auprès des ministres chargés de l’agriculture et de la souveraineté alimentaire et de la transition énergétique et de la transition écologique et de la cohésion des territoires, un comité chargé de la mise en place d’un observatoire des perturbations de la performance des élevages en lien supposé avec les infrastructures électriques. En lien avec les ministères pré-cités, cet observatoire est chargé des missions suivantes : 1° Collecter l’ensemble des données rapportées et des suites données liées aux perturbations supposées sur les élevages par les installations électriques ;2° Le suivi des dossiers de suspicions confirmées et les suites données aux dossiers ;3° La communication de l’ensemble des cas traités auprès de la plateforme d’épidémiosurveillance en santé animale.II. – Un décret, publié dans un délai de quatre mois à compter de la promulgation de la présente loi, détermine la composition de ce comité, dans lequel siègent, à titre bénévole, quatre députés et quatre sénateurs.III. – Dans un délai de six mois à compter de la promulgation de la présente loi, le comité remet au Gouvernement un rapport sur les missions, les objectifs et les moyens de l’observatoire.",
3067,PRJLANR5L16BTC0526,PA793852,PO800520,"<p style=""text-align: justify;"">&#192; l&#8217;alin&#233;a&#160;2, apr&#232;s le mot&#160;:</p><p style=""text-align: justify;"">&#171;&#160;renouvelable,&#160;&#187;</p><p style=""text-align: justify;"">ins&#233;rer les mots&#160;:</p><p style=""text-align: justify;"">&#171;&#160;l&#8217;avis de la commune d&#8217;implantation&#160;est requis&#160;&#187;.</p>",RUANR5L16S2023IDS26606,Rejeté,,,RN,CRSANR5L16S2023O1N092,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N092,"À l’alinéa 2, après le mot :« renouvelable, »insérer les mots :« l’avis de la commune d’implantation est requis ».",
2751,PRJLANR5L16BTC0526,PA793238,PO800520,"<p style=""text-align: justify;"">&#192; l&#8217;alin&#233;a&#160;10, apr&#232;s le mot&#160;:&#160;</p><p style=""text-align: justify;"">&#171;&#160;r&#232;glementaire&#160;&#187;</p><p style=""text-align: justify;"">ins&#233;rer les mots&#160;:&#160;</p><p style=""text-align: justify;"">&#171;&#160;et par voie l&#233;gislative&#160;&#187;.&#160;</p>",RUANR5L16S2023IDS26619,Rejeté,,,RN,CRSANR5L16S2023O1N098,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N098,"À l’alinéa 10, après le mot : « règlementaire »insérer les mots : « et par voie législative ». ",
2605,PRJLANR5L16BTC0526,PA796034,PO800520,"<p style=""text-align: justify;"">Dans un d&#233;lai d&#8217;un an &#224; compter de la promulgation de la pr&#233;sente loi, le Gouvernement remet au Parlement un rapport faisant &#233;tat de l&#8217;application effective des dispositions mentionn&#233;es au titre II <i>ter</i>, relatives au statut et &#224; la s&#233;curit&#233; des &#238;les artificielles, des installations et des ouvrages flottants dans les espaces maritimes relevant de la souverainet&#233; ou de la juridiction fran&#231;aise.</p>",RUANR5L16S2023IDS26641,Rejeté,,,RN,CRSANR5L16S2023O1N104,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N104,"Dans un délai d’un an à compter de la promulgation de la présente loi, le Gouvernement remet au Parlement un rapport faisant état de l’application effective des dispositions mentionnées au titre II ter, relatives au statut et à la sécurité des îles artificielles, des installations et des ouvrages flottants dans les espaces maritimes relevant de la souveraineté ou de la juridiction française.",
1135,PRJLANR5L16BTC0526,PA793852,PO800520,"<p style=""text-align: justify;"">Apr&#232;s l&#8217;article L.&#160;515&#8209;45&#8209;1 du code de l&#8217;environnement, il est ins&#233;r&#233; un article L.&#160;515&#8209;45&#8209;2&#160;ainsi r&#233;dig&#233;&#160;:&#160;</p><p style=""text-align: justify;"">&#171;&#160;<i>Art.&#160;L.&#160;515&#8209;45&#8209;2.&#160;&#8211;&#160;</i>L&#8217;implantation des installations de production d&#8217;&#233;lectricit&#233; &#224; partir de l&#8217;&#233;nergie m&#233;canique du vent autour des moyens de d&#233;tection militaire est&#160;:&#160;</p><p style=""text-align: justify;"">&#171;&#160;1&#176;&#160;Interdite dans un rayon de 30 km&#160;;</p><p style=""text-align: justify;"">&#171;&#160;2&#176;&#160;Soumise &#224; l&#8217;accord du minist&#232;re des arm&#233;es dans un rayon de 70 km.&#160;&#187;&#160;</p>",RUANR5L16S2023IDS26606,Rejeté,,,RN,CRSANR5L16S2023O1N092,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N092,"Après l’article L. 515‑45‑1 du code de l’environnement, il est inséré un article L. 515‑45‑2 ainsi rédigé : « Art. L. 515‑45‑2. – L’implantation des installations de production d’électricité à partir de l’énergie mécanique du vent autour des moyens de détection militaire est : « 1° Interdite dans un rayon de 30 km ;« 2° Soumise à l’accord du ministère des armées dans un rayon de 70 km. » ",
968,PRJLANR5L16BTC0526,PA793592,PO800520,"<p style=""text-align: justify;"">Supprimer les alin&#233;as 27 &#224; 37.</p>",RUANR5L16S2023IDS26638,Rejeté,,,RN,CRSANR5L16S2023O1N100,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N100,Supprimer les alinéas 27 à 37.,
1511,PRJLANR5L16BTC0526,PA793852,PO800520,"<p style=""text-align: justify;"">Le premier alin&#233;a de l&#8217;article L.&#160;211&#8209;2 du code de l&#8217;&#233;nergie est ainsi r&#233;dig&#233;&#160;:</p><p style=""text-align: justify;"">&#171;&#160;L&#8217;&#233;nergie produite &#224; partir de sources renouvelables intermittente, ou &#171;&#160;&#233;nergie alternative&#160;&#187;, est une &#233;nergie produite &#224; partir de sources non fossiles renouvelables, &#224; savoir l&#8217;&#233;nergie &#233;olienne, l&#8217;&#233;nergie solaire thermique ou photovolta&#239;que. Sont consid&#233;r&#233;es comme renouvelables les &#233;nergies suivantes&#160;: l&#8217;&#233;nergie g&#233;othermique, l&#8217;&#233;nergie ambiante, l&#8217;&#233;nergie mar&#233;motrice, houlomotrice et les autres &#233;nergies marines, l&#8217;&#233;nergie hydro&#233;lectrique, la biomasse, les gaz de d&#233;charge, les gaz des stations d&#8217;&#233;puration d&#8217;eaux us&#233;es, le biogaz et le nucl&#233;aire.&#160;&#187;</p>",RUANR5L16S2023IDS26641,Rejeté,,,RN,CRSANR5L16S2023O1N104,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N104,"Le premier alinéa de l’article L. 211‑2 du code de l’énergie est ainsi rédigé :« L’énergie produite à partir de sources renouvelables intermittente, ou « énergie alternative », est une énergie produite à partir de sources non fossiles renouvelables, à savoir l’énergie éolienne, l’énergie solaire thermique ou photovoltaïque. Sont considérées comme renouvelables les énergies suivantes : l’énergie géothermique, l’énergie ambiante, l’énergie marémotrice, houlomotrice et les autres énergies marines, l’énergie hydroélectrique, la biomasse, les gaz de décharge, les gaz des stations d’épuration d’eaux usées, le biogaz et le nucléaire. »",
2363,PRJLANR5L16BTC0526,PA795644,PO800520,"<p style=""text-align: justify;"">Dans un d&#233;lai de six mois &#224; compter de la promulgation de la pr&#233;sente loi, le Gouvernement remet au Parlement un rapport relatif &#224; la faisabilit&#233; de l&#8217;exploitation des &#233;nergies marines en Outre-mer, notamment&#160;sur l&#8217;&#233;nergie osmotique.</p>",RUANR5L16S2023IDS26641,Rejeté,,,RN,CRSANR5L16S2023O1N104,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N104,"Dans un délai de six mois à compter de la promulgation de la présente loi, le Gouvernement remet au Parlement un rapport relatif à la faisabilité de l’exploitation des énergies marines en Outre-mer, notamment sur l’énergie osmotique.",
