uid,objet,type,date,seance,sort
VTANR5L16V1182,l'amendement n° 310 de Mme Laernoes et l'amendement identique suivant à l'article 1er D du projet de loi relatif à l'accélération des procédures lièes à la construction de nouvelles installations nucléaires à proximité de sites nucléaires existants et au fonctionnement des installations existantes (première lecture).,scrutin public ordinaire,2023-03-14,RUANR5L16S2023IDS26880,rejeté
VTANR5L16V997,l'amendement n° 6642 de Mme Trouvé après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-16,RUANR5L16S2023IDS26796,rejeté
VTANR5L16V1495,l'article unique de la proposition de loi visant à rendre obligatoire le pavoisement des drapeaux français et européen sur le fronton des mairies (première lecture).,scrutin public ordinaire,2023-05-10,RUANR5L16S2023IDS27040,adopté
VTANR5L16V290,l'amendement n° 3131 de la commission des finances et l'amendement identique suivant après l'article 3 du projet de loi de finances pour 2023 (première lecture).,scrutin public ordinaire,2022-10-13,RUANR5L16S2023IDS26393,adopté
VTANR5L16V333,l'amendement n° 3054 de M. Colombani après l'article 3 du projet de loi de finances pour 2023 (première lecture).,scrutin public ordinaire,2022-10-17,RUANR5L16S2023IDS26399,adopté
VTANR5L16V97,l'amendement n° 260 de Mme Legrain à l'article premier du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-23,RUANR5L16S2022IDS26277,rejeté
VTANR5L16V1571,l'amendement n° 90 de M. Saulignac après l'article 34 (examen prioritaire) de la proposition de loi visant à renforcer la prévention et la lutte contre l'intensification et l'extension du risque incendie (première lecture).,scrutin public ordinaire,2023-05-17,RUANR5L16S2023IDS27061,rejeté
VTANR5L16V1091,l'amendement n° 3479 de M. Ruffin et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-17,RUANR5L16S2023IDS26803,rejeté
VTANR5L16V1314,l'ensemble de la proposition de loi visant à lutter contre le dumping social sur le transmanche (première lecture).,scrutin public ordinaire,2023-03-28,RUANR5L16S2023IDS26941,adopté
VTANR5L16V1269,le sous-amendement n° 789 de M. Bothorel à l'amendement n° 757 de M. Lopez-Liguori à l'article 7 du projet de loi relatif aux jeux Olympiques et Paralympiques de 2024 et portant diverses autres dispositions (première lecture).,scrutin public ordinaire,2023-03-23,RUANR5L16S2023IDS26890,adopté
VTANR5L16V1438,l'article 3 ter de la proposition de loi portant mesures pour bâtir la société du bien vieillir en France (première lecture).,scrutin public ordinaire,2023-04-13,RUANR5L16S2023IDS27002,adopté
VTANR5L16V452,l'amendement n° 1438 de Mme Le Pen à l'article 27 et État B de la seconde partie du projet de loi de finances pour 2023 (première lecture) - Mission Outre-Mer.,scrutin public ordinaire,2022-10-28,RUANR5L16S2023IDS26422,rejeté
VTANR5L16V254,l'article liminaire du projet de loi de finances pour 2023 (première lecture).,scrutin public ordinaire,2022-10-12,RUANR5L16S2023IDS26390,rejeté
VTANR5L16V1620,l'amendement n° 1014 de M. Lachaud et l'amendement identique suivant à l'article 2 et rapport annexé du projet de loi relatif à la programmation militaire pour les années 2024 à 2030 et portant diverses dispositions intéressant la défense (première lecture).,scrutin public ordinaire,2023-05-24,RUANR5L16S2023IDS27073,rejeté
VTANR5L16V633,la proposition de résolution en soutien au mouvement pour la liberté du peuple iranien (art. 34-1 de la Constitution).,scrutin public ordinaire,2022-11-28,RUANR5L16S2023IDS26557,adopté
VTANR5L16V1510,l'article premier de la proposition de loi visant à renforcer la prévention et la lutte contre l'intensification et l'extension du risque incendie (première lecture).,scrutin public ordinaire,2023-05-15,RUANR5L16S2023IDS27057,adopté
VTANR5L16V757,l'amendement de suppression n° 3029 de M. Baubry à l'article 12 du projet de loi relatif à l'accélération de la production d'énergies renouvelables (première lecture).,scrutin public ordinaire,2022-12-12,RUANR5L16S2023IDS26617,rejeté
VTANR5L16V455,l'amendement n° 1430 de Mme Le Pen à l'article 27 et État B de la seconde partie du projet de loi de finances pour 2023 (première lecture) - Mission Outre-Mer.,scrutin public ordinaire,2022-10-28,RUANR5L16S2023IDS26422,rejeté
VTANR5L16V1804,la proposition de résolution relative à l'accord commercial entre l'Union européenne et le Mercosur (article 34-1 de la Constitution).,scrutin public ordinaire,2023-06-13,RUANR5L16S2023IDS27239,adopté
VTANR5L16V310,l'amendement n° 2851 de M. Jean-Philippe Tanguy après l'article 3 du projet de loi de finances pour 2023 (première lecture).,scrutin public ordinaire,2022-10-14,RUANR5L16S2023IDS26396,rejeté
VTANR5L16V1163,l'amendement n° 20 de Mme Battistel à l'article 1er C du projet de loi relatif à l'accélération des procédures lièes à la construction de nouvelles installations nucléaires à proximité de sites nucléaires existants et au fonctionnement des installations existantes (première lecture).,scrutin public ordinaire,2023-03-13,RUANR5L16S2023IDS26878,rejeté
VTANR5L16V185,"la motion de rejet préalable, déposée par Mme Mathilde Panot, du projet de loi portant mesures d'urgence pour la protection du pouvoir d'achat (texte de la commission paritaire).",scrutin public ordinaire,2022-08-03,RUANR5L16S2022IDS26237,rejeté
VTANR5L16V1509,l'amendement n° 63 de Mme Jourdan à l'article premier de la proposition de loi visant à renforcer la prévention et la lutte contre l'intensification et l'extension du risque incendie (première lecture).,scrutin public ordinaire,2023-05-15,RUANR5L16S2023IDS27057,rejeté
VTANR5L16V500,l'amendement n° 158 de M. Le Fur avant l'article 1 du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-11-07,RUANR5L16S2023IDS26444,rejeté
VTANR5L16V395,l'amendement n° 1323 de Mme Hignet à l'article 27 et État B de la seconde partie du projet de loi de finances pour 2023 (première lecture) - Mission Justice,scrutin public ordinaire,2022-10-27,RUANR5L16S2023IDS26417,rejeté
VTANR5L16V730,l'amendement n° 893 de Mme Batho et l'amendement identique suivant à l'article 11 du projet de loi relatif à l'accélération de la production d'énergies renouvelables (première lecture).,scrutin public ordinaire,2022-12-09,RUANR5L16S2023IDS26608,rejeté
VTANR5L16V390,l'amendement n° 1320 de M. Coulomme à l'article 27 et État B de la seconde partie du projet de loi de finances pour 2023 (première lecture) - Mission Justice,scrutin public ordinaire,2022-10-27,RUANR5L16S2023IDS26417,rejeté
VTANR5L16V151,l'amendement n° 1072 du Gouvernement et l'amendement identique suivant à l'article 8 et État D du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-26,RUANR5L16S2022IDS26215,adopté
VTANR5L16V1582,l'article 28 de la proposition de loi visant à renforcer la prévention et la lutte contre l'intensification et l'extension du risque incendie (première lecture).,scrutin public ordinaire,2023-05-17,RUANR5L16S2023IDS27061,adopté
VTANR5L16V534,l'amendement n° 509 de M. Mauvieux à l'article 4 et État B du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-11-08,RUANR5L16S2023IDS26555,rejeté
VTANR5L16V284,l'amendement n° 1122 de M. Le Fur après l'article 3 du projet de loi de finances pour 2023 (première lecture).,scrutin public ordinaire,2022-10-13,RUANR5L16S2023IDS26393,rejeté
VTANR5L16V18,l'amendement n° 677 de M. Catteau à l'article premier du projet de loi portant mesures d'urgence pour la protection du pouvoir d'achat (première lecture).,scrutin public ordinaire,2022-07-18,RUANR5L16S2022IDS26205,rejeté
VTANR5L16V895,l'amendement n° 18 du Gouvernement au projet de loi relatif à l'accélération de la production d'énergies renouvelables (texte de la commission mixte paritaire).,scrutin public ordinaire,2023-01-31,RUANR5L16S2023IDS26757,adopté
VTANR5L16V147,l'amendement n° 804 de M. Martinet à l'article 6 et État B du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-25,RUANR5L16S2022IDS26214,rejeté
VTANR5L16V250,l'amendement n° 10 de M. Philippe Brun et les amendements identiques suivants à l'article 23 du projet de loi de programmation des finances publiques pour les années 2023-2027 (première lecture).,scrutin public ordinaire,2022-10-11,RUANR5L16S2023IDS26389,adopté
VTANR5L16V373,l'amendement n° 697 de M. Potier après l'article 32 (examen prioritaire) du projet de loi de financement de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2022-10-25,RUANR5L16S2023IDS26461,rejeté
VTANR5L16V1340,l'article 8 de la proposition de loi visant à protéger les logements contre l'occupation illicite (deuxième lecture).,scrutin public ordinaire,2023-03-29,RUANR5L16S2023IDS26943,adopté
VTANR5L16V1188,l'amendement n° 407 de M. de Fournas à l'article 1er E du projet de loi relatif à l'accélération des procédures liées à la construction de nouvelles installations nucléaires à proximité de sites nucléaires existants et au fonctionnement des installations existantes (première lecture).,scrutin public ordinaire,2023-03-14,RUANR5L16S2023IDS26880,rejeté
VTANR5L16V1644,l'amendement n° 1363 de Mme Thomin à l'article 2 et rapport annexé du projet de loi relatif à la programmation militaire pour les années 2024 à 2030 et portant diverses dispositions intéressant la défense (première lecture).,scrutin public ordinaire,2023-05-25,RUANR5L16S2023IDS27075,rejeté
VTANR5L16V1579,l'article 24 de la proposition de loi visant à renforcer la prévention et la lutte contre l'intensification et l'extension du risque incendie (première lecture).,scrutin public ordinaire,2023-05-17,RUANR5L16S2023IDS27061,adopté
VTANR5L16V829,l'amendement de suppression n° 1 de M. Aviragnet et les amendements identiques suivants à l'article unique de la proposition de loi visant à étendre le droit de visite des parlementaires et parlementaires européens élus en France aux établissements sociaux et médico sociaux (première lecture).,scrutin public ordinaire,2023-01-12,RUANR5L16S2023IDS26685,adopté
VTANR5L16V461,l'amendement n° 623 de Mme Youssouffa à l'article 27 et État B de la seconde partie du projet de loi de finances pour 2023 (première lecture) - Mission Outre-Mer.,scrutin public ordinaire,2022-10-28,RUANR5L16S2023IDS26422,adopté
VTANR5L16V710,l'amendement n° 614 de M. Minot et les amendements identiques suivants à l'article 3 (examen prioritaire) du projet de loi relatif à l'accélération de la production d'énergies renouvelables (première lecture).,scrutin public ordinaire,2022-12-08,RUANR5L16S2023IDS26605,adopté
VTANR5L16V222,l'amendement n° 207 de M. Villedieu à l'article 4 du projet de loi portant mesures d'urgence relatives au fonctionnement du marché du travail en vue du plein emploi (première lecture).,scrutin public ordinaire,2022-10-05,RUANR5L16S2023IDS26382,rejeté
VTANR5L16V657,l'amendement de suppression n° 3 de M. Kerbrat et les amendements identiques suivants à l'article premier de la proposition de loi portant création d'une juridiction spécialisée dans l'expulsion des étrangers délinquants (première lecture).,scrutin public ordinaire,2022-12-01,RUANR5L16S2023IDS26564,adopté
VTANR5L16V1792,l'amendement n° 2 de Mme Parmentier après l'article 4 de la proposition de loi visant à renforcer la continuité territoriale en Outre-Mer (première lecture).,scrutin public ordinaire,2023-06-08,RUANR5L16S2023IDS27178,rejeté
VTANR5L16V760,l'amendement n° 1801 de M. Guitton à l'article 12 du projet de loi relatif à l'accélération de la production d'énergies renouvelables (première lecture).,scrutin public ordinaire,2022-12-12,RUANR5L16S2023IDS26618,rejeté
VTANR5L16V903,l'article premier de la proposition de loi portant fusion des filières à responsabilité élargie des producteurs d'emballages ménagers et des producteurs de papier (première lecture).,scrutin public ordinaire,2023-01-31,RUANR5L16S2023IDS26758,adopté
VTANR5L16V718,l'amendement n° 2444 de M. Laisney à l'article 5 bis du projet de loi relatif à l'accélération de la production d'énergies renouvelables (première lecture).,scrutin public ordinaire,2022-12-09,RUANR5L16S2023IDS26607,rejeté
VTANR5L16V640,l'amendement n° 121 de M. Martineau à l'article 5 de la proposition de loi visant à protéger les logements contre l'occupation illicite (première lecture).,scrutin public ordinaire,2022-11-29,RUANR5L16S2023IDS26559,adopté
VTANR5L16V382,l'amendement n° 617 de M. Guedj après l'article 34 (examen prioritaire) du projet de loi de financement de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2022-10-26,RUANR5L16S2023IDS26462,rejeté
VTANR5L16V607,l'amendement n° 1190 de M. Berteloot à l'article premier et rapport annexé du projet de loi d'orientation et de programmation du ministère de l'intérieur (première lecture).,scrutin public ordinaire,2022-11-18,RUANR5L16S2023IDS26549,rejeté
